100	1.26	1.12	-1.89	-3.98	-4.17	1.99	1.84	1.17	2.43	4.47
41	0.29	3.11	99	99	8.11	99	-9.17	-3.93	99	1.07
100	1.26	-3.74	-3.35	-6.26	-1.26	-4.13	-4.71	-4.32	-4.03	-4.13
73	-0.29	-9.42	-0.29	-0.29	-6.7	5.73	-6.89	-8.25	-0.29	-1.84
61	99	99	99	99	-3.06	8.98	9.13	-9.17	99	5.49
72	-1.6	-1.75	-1.75	-1.6	2.09	-1.8	0	-8.64	-1.7	-1.75
71	3.4	8.11	8.11	3.4	5.44	3.01	0.73	0.92	3.4	3.11
47	-7.04	-6.21	99	99	-6.94	99	-6.12	-6.5	99	-7.67
65	99	-2.18	2.67	1.8	0.92	-0.44	2.67	3.11	99	1.21
100	3.5	6.21	-0.63	2.86	0.58	-0.05	-2.82	-0.29	-6.02	2.52
68	-6.21	-0.1	-5.29	99	-6.26	-4.42	-7.04	-6.12	99	2.43
100	5.44	-2.67	-7.96	-6.8	-6.84	-3.25	-6.8	2.09	-0.49	-0.58
67	9.27	9.17	9.27	8.83	-9.32	9.13	7.91	-4.9	99	-6.31
100	2.38	-5.44	-8.11	-6.99	3.2	1.55	-9.61	5.53	-0.05	1.6
48	99	99	99	99	0.05	99	1.75	-6.07	99	1.31
100	-8.5	-6.6	-8.45	-7.82	-8.74	5.78	-8.45	-7.23	-7.28	-6.46
55	99	99	99	99	6.07	6.41	6.75	5.39	99	5.78
100	2.28	1.7	-5.53	-0.87	8.3	7.86	-7.04	1.46	6.7	7.09
53	99	99	99	99	-1.41	-1.31	1.07	-2.48	99	0.73
38	99	99	99	99	2.33	99	5.87	-4.42	99	99
53	3.45	6.07	-9.27	99	-9.81	99	3.3	0.39	99	-9.42
100	3.06	6.5	-7.91	-6.7	6.8	-8.2	7.96	1.41	-8.01	-2.57
72	-7.67	-6.99	-1.41	-7.77	-8.69	-6.5	5.19	-5.87	5.05	5.19
41	99	99	99	99	6.02	99	-2.09	6.84	99	99
72	-1.5	3.3	3.35	-1.94	1.55	4.9	-8.54	-9.22	0	-2.86
100	2.82	5.44	7.57	2.86	7.09	6.99	6.99	6.07	2.43	8.11
74	6.89	-9.66	0.15	-0.1	3.4	5.44	-8.16	-1.02	-1.94	-1.75
72	-6.07	-5.58	-6.17	-5.63	3.11	2.96	-4.17	8.5	-8.01	2.43
100	-0.92	1.65	1.02	-2.38	-6.41	1.5	-4.27	4.08	-8.06	9.32
68	-3.16	-1.12	1.31	99	-2.04	6.5	2.23	-1.6	-0.19	-7.48
72	99	-5.83	-5.83	-5.83	8.74	5.29	-3.25	3.3	-3.4	-6.17
48	99	99	99	99	-8.16	99	-0.68	1.5	99	99
69	-1.26	6.02	2.33	4.76	0.34	5.87	-3.88	-1.26	6.5	2.82
100	8.16	2.28	4.37	7.91	1.12	9.03	2.23	5.24	7.28	9.13
73	0.44	-8.45	-0.53	-3.88	-8.06	-5.1	-8.35	3.06	3.79	-9.13
100	3.54	-5	1.6	-3.25	-4.56	-2.23	-4.56	2.91	5.58	6.84
37	99	99	99	99	8.45	99	6.6	-1.12	99	99
100	3.3	1.31	4.37	-1.5	7.57	0.92	2.18	-3.2	3.98	2.57
37	99	99	99	99	1.6	99	-2.86	-4.27	99	99
65	99	-8.5	6.17	1.55	8.01	6.26	7.82	1.84	99	-7.91
38	6.17	7.77	99	99	-1.55	99	-8.93	7.28	99	3.59
67	5.68	-2.86	99	99	7.23	-3.25	-6.36	1.5	3.25	5.15
74	-1.89	-2.77	1.55	-6.8	0.68	-2.82	-0.97	-4.32	-5.29	-3.06
47	-0.92	-7.82	99	99	-9.13	99	3.16	-3.64	99	-8.35
56	99	-0.73	99	99	2.72	9.08	-6.46	1.17	99	-1.31
100	3.45	-2.86	-4.32	-1.12	6.41	-6.75	2.91	7.57	1.84	1.99
66	-2.18	-4.56	-2.48	99	-1.41	0.29	-0.87	-4.76	99	-2.91
73	5.39	-2.57	-3.4	6.55	-3.45	-2.14	-5.19	4.13	6.55	5.97
100	3.11	-2.77	1.84	-1.94	-5.68	5.78	2.62	2.77	3.93	2.28
73	3.06	0.87	-3.54	-3.4	-6.6	2.86	-0.87	0.15	-0.87	-2.67
64	99	5.73	1.21	99	1.94	5.44	2.14	3.4	8.2	4.27
73	2.38	1.65	0.58	-5.92	-0.68	2.14	-0.19	-5.87	-8.16	3.83
41	99	99	99	99	-6.02	99	4.61	6.31	99	99
64	4.61	1.6	2.23	99	6.07	-0.83	8.88	5.58	-2.82	9.17
100	-5	8.83	1.99	-8.83	-3.11	5.39	-9.32	-6.99	3.83	-8.54
36	99	99	99	99	-5.49	99	5.15	-1.89	99	99
72	4.22	4.22	-3.59	-3.35	-4.22	-5.24	2.67	1.07	1.41	-0.15
100	8.93	8.93	5.24	8.74	5.19	6.31	8.98	-4.56	-9.85	8.98
38	5.29	6.6	99	99	-0.1	99	-7.33	-9.17	99	99
82	-1.31	9.22	2.43	-0.05	1.8	4.47	-6.36	-1.89	2.72	8.59
100	5.34	4.51	1.6	1.99	-0.53	4.13	1.41	-1.8	1.26	1.17
36	99	99	99	99	-6.8	99	-8.79	-9.13	99	99
100	-9.37	5.58	4.81	-8.79	8.79	5.53	-5.73	1.36	5.58	-6.41
38	99	99	99	99	-3.59	99	-9.95	-9.66	99	4.27
72	-9.51	7.72	-8.54	0.24	-3.45	-7.62	-9.22	3.59	-4.81	-8.54
36	99	99	99	99	-0.63	99	-8.88	-3.93	99	99
37	99	99	99	99	8.74	0.63	7.67	5.39	99	99
67	4.61	5.87	7.04	99	0.34	5.83	-5.63	2.86	6.21	6.07
71	3.35	1.26	7.18	-2.33	-9.61	3.01	-9.32	2.52	-0.78	1.21
100	-9.56	8.74	-8.74	-7.86	-1.46	9.03	4.13	6.99	-2.04	-2.52
62	0.24	4.76	0.39	99	-1.12	5.19	5.05	-1.07	0.24	1.07
100	-3.88	7.67	-4.17	-8.45	-7.72	-7.57	5.1	4.42	8.16	8.83
63	0.24	-6.94	7.33	99	-9.22	99	0.44	-0.53	99	2.86
62	8.45	7.82	-4.9	99	-9.17	99	4.27	4.85	99	8.11
100	-6.84	8.59	-9.27	-9.17	-3.93	-8.74	-5.44	-6.89	7.96	9.13
57	99	2.96	9.08	99	8.98	2.72	-0.29	9.03	-4.76	9.27
64	99	-2.52	3.64	99	0.63	8.5	1.94	-7.82	99	2.91
73	-4.13	2.23	2.23	2.23	0.29	0.63	1.75	1.26	-5.92	1.26
100	3.79	-2.04	-7.77	-7.43	-2.91	-1.07	-0.05	4.17	4.76	3.88
73	5.63	5.05	-4.9	-3.2	-3.35	-0.87	4.66	5.29	6.8	8.98
72	-0.83	-2.82	-9.71	-4.37	-9.66	-1.94	4.76	-3.25	0.05	-9.56
45	-9.03	-0.19	99	99	-2.72	99	-9.42	2.67	99	-0.53
60	99	-1.12	99	99	-1.17	1.17	-0.87	2.28	99	-0.34
53	3.16	3.3	-5.1	99	2.33	99	0.1	-2.72	99	2.62
53	99	99	99	99	3.45	8.79	8.35	6.75	99	9.13
89	-6.75	-7.96	-4.22	0.24	5.78	1.41	3.5	2.96	-1.46	6.41
49	99	99	99	99	-4.81	99	-2.52	-3.59	99	99
75	8.79	-0.49	6.6	-4.22	-0.73	3.25	6.17	0.58	6.12	7.09
88	1.94	-0.1	-2.96	-8.45	8.3	1.7	4.95	6.36	1.31	-6.12
72	2.67	-4.17	2.33	5.19	3.93	7.96	-1.89	1.17	8.69	-9.76
50	-7.09	6.17	99	99	-6.12	99	8.11	6.55	99	-4.22
68	2.57	1.26	-8.25	99	-3.59	-7.77	2.18	1.84	99	-7.62
100	2.52	4.42	3.83	8.59	2.14	7.72	-2.91	-5.97	3.79	9.03
86	3.45	3.2	-3.69	-8.79	8.01	-3.69	5	-0.29	5.92	4.95
72	1.99	6.07	8.25	-2.38	9.22	5.39	-0.49	-7.86	-4.13	-1.55
43	99	99	99	99	-4.08	99	-2.72	-1.02	99	2.91
65	-5.19	4.22	-9.27	99	-2.14	-5.19	-9.61	-5.24	99	-8.74
100	-7.38	-2.86	3.01	-9.76	-3.2	5.53	-9.08	-2.04	-2.82	2.82
83	4.66	-6.65	9.27	8.16	7.23	7.33	8.79	-0.83	9.03	-1.02
71	-2.62	-2.28	-3.69	1.8	-2.09	2.18	-7.38	-8.79	-2.57	5.87
38	99	99	99	99	-9.42	99	0.97	6.46	99	99
36	99	99	99	99	1.7	99	6.55	0.39	99	99
72	4.22	1.8	7.09	-1.12	3.5	-5.15	3.11	-1.41	-0.87	6.84
68	99	6.36	9.27	7.04	4.85	9.27	5.24	-9.51	-1.7	-2.52
93	-0.53	-9.37	-0.63	-8.2	1.7	-3.45	-9.17	-0.24	1.02	-0.73
100	7.43	-9.95	8.83	-0.78	-3.35	4.9	8.79	1.26	3.25	3.93
51	99	99	99	99	4.51	99	0.44	-4.37	99	8.83
62	99	2.23	99	99	-5.34	-2.09	-5.39	-4.95	99	8.06
41	-7.14	7.04	99	99	6.75	99	-9.22	6.75	99	-7.38
41	99	99	99	99	4.27	99	4.81	-6.21	99	99
67	-4.56	-3.74	-2.67	99	-3.4	0.63	-5.34	0.44	5.34	4.08
43	99	99	99	99	4.37	99	-3.4	1.12	99	99
43	99	99	99	99	0.34	99	-1.65	0.83	99	99
38	99	99	99	99	-4.32	99	3.45	4.37	99	5.73
72	-9.42	8.83	8.45	8.64	5.73	8.45	6.89	4.56	-9.42	-9.22
94	-3.54	-3.2	1.12	3.83	3.3	-2.33	-0.19	2.33	0.05	1.17
44	5.39	0.24	99	99	-6.55	99	-8.35	3.4	99	-4.42
53	99	99	99	99	4.13	8.4	8.54	3.59	99	4.47
44	4.42	-5.05	99	99	1.55	99	6.6	2.18	99	-4.22
40	99	99	99	99	5.1	99	-6.31	1.21	99	99
57	5.44	0.49	99	99	-1.21	99	0.29	-0.63	99	5.53
63	99	-8.98	-9.66	99	-6.12	-7.91	-7.14	-5.24	99	-9.17
54	8.3	8.2	4.95	99	0.78	99	5.78	-2.77	99	99
59	-8.16	-7.86	-1.02	99	0.34	99	0.49	-0.29	99	2.14
73	-2.86	-6.31	-4.9	1.89	3.01	8.11	4.81	1.6	-4.95	9.03
73	-0.1	-5.68	1.5	-7.72	-7.91	1.12	-1.21	-3.74	-3.25	-1.89
39	-6.31	-1.94	99	99	3.69	99	-4.08	3.06	99	99
41	99	99	99	99	8.16	0.15	4.03	7.67	99	99
67	99	-3.16	-3.45	99	2.96	-1.65	1.75	-4.42	99	-1.21
61	3.54	-6.7	-4.76	99	-8.16	99	1.84	-6.84	99	1.31
71	4.47	-0.19	1.55	-1.5	-4.42	4.22	-2.38	1.46	-0.39	-5.39
100	8.06	3.45	3.69	-1.36	3.93	2.14	2.77	0.34	2.52	3.69
100	1.84	-2.23	5.49	5.49	4.37	9.22	9.08	5.78	-3.4	6.5
100	-9.71	-8.25	-8.3	-2.62	-8.93	-0.05	2.18	4.47	1.21	2.38
100	5.73	0	-0.58	1.75	2.86	7.23	2.04	-4.27	3.11	7.14
71	1.8	5.39	8.06	-0.1	4.81	4.66	-7.09	-7.72	3.69	4.47
100	2.62	-3.79	-1.17	-0.44	-1.02	5.05	-3.69	2.18	3.3	-0.73
43	99	99	99	99	7.91	99	3.64	-1.89	99	99
71	5.58	-7.28	-4.56	2.67	7.38	2.18	2.14	2.23	5.58	-4.51
67	99	99	99	5.83	7.09	1.26	7.86	8.88	3.93	2.96
100	6.02	-8.83	-7.23	-7.52	-6.02	7.38	4.32	-5.24	-8.45	3.06
73	9.13	8.98	-0.34	-9.32	0.97	-6.02	-7.48	-0.15	-3.98	7.67
60	4.17	7.14	7.72	99	-5.39	0.58	1.94	3.01	99	2.67
100	-7.86	-9.61	-6.31	-9.42	-0.29	-0.29	-0.29	-6.31	4.17	8.83
38	99	99	99	99	5.63	99	5.15	5.53	99	5.68
100	7.62	-8.74	3.2	2.04	7.62	-4.56	-1.21	-7.77	-9.51	-7.43
100	-0.49	6.99	3.64	7.23	-0.68	3.01	3.59	2.86	6.26	5.83
71	9.17	5	-2.48	2.43	-6.17	-2.82	-5.78	2.18	-1.84	-1.21
100	8.64	-9.03	8.59	8.59	9.22	8.35	9.27	3.79	8.2	8.2
71	-3.69	2.91	-6.5	-1.17	-2.28	-7.52	-9.17	-6.89	-2.43	7.62
100	7.96	8.25	2.09	-9.47	-0.44	4.22	-0.49	8.88	-9.47	-8.69
58	99	99	99	99	5.29	6.7	3.2	-7.14	99	-7.09
71	-1.7	-6.75	-6.31	5.39	1.31	0.83	3.4	0.78	-3.98	4.32
40	99	99	99	99	3.4	99	-4.08	3.25	99	99
71	5.87	3.5	5.68	4.66	3.83	4.42	2.52	4.61	5.87	2.96
75	-9.81	-9.27	-9.81	-7.18	-6.89	0.87	-9.85	-7.04	-9.56	-4.71
72	-9.47	-9.42	-8.4	-8.88	3.93	-0.05	3.83	-6.31	7.82	-0.49
82	2.14	8.74	4.17	-1.6	7.23	-1.46	-0.39	-2.33	-9.66	8.69
72	-3.4	-3.69	1.02	3.25	5	3.45	2.48	7.77	-2.09	1.65
100	-8.16	0.92	0.15	-6.6	2.96	6.17	0.92	-7.82	-4.85	-9.61
100	1.12	-0.53	-1.21	-1.07	-2.04	3.25	3.16	1.65	1.12	-1.07
100	1.41	2.57	-1.07	7.77	7.82	0.05	-3.45	5.63	-3.01	4.56
60	99	-1.75	-1.6	99	1.41	-2.09	0.63	0.05	99	-1.89
37	99	99	99	99	0.83	99	0.34	0.05	99	99
100	-9.32	1.6	3.93	-8.79	0.58	4.17	-3.11	-3.2	-0.63	-6.65
71	1.07	5.05	6.12	99	-6.02	5.29	-0.83	3.3	5.68	3.16
70	8.06	5.58	8.64	7.04	4.17	-1.36	8.54	8.01	3.11	-0.05
82	1.12	-2.82	2.96	0.73	-3.3	0.1	4.9	6.17	6.07	3.4
100	-1.65	5.15	-9.03	-6.99	-7.09	5.73	3.88	3.5	-8.11	-8.11
47	-9.51	9.08	99	99	8.79	99	8.3	8.74	99	-0.1
46	99	99	99	99	-6.31	99	5.1	2.72	99	99
100	6.94	-0.05	4.9	7.28	6.36	8.59	4.13	-1.55	5.19	8.3
41	99	99	99	99	7.72	99	0	-1.8	99	99
55	99	99	99	99	8.5	-9.66	-7.33	-8.35	99	99
70	-9.9	3.5	6.89	-4.9	3.69	7.77	4.81	-0.05	5.34	7.82
73	-8.79	-9.9	9.08	-9.71	2.67	-9.76	7.18	-7.38	-8.79	9.03
38	2.91	4.76	99	99	99	99	-9.47	3.69	99	-2.38
73	1.6	7.04	-5.1	-4.03	1.99	3.59	-1.94	-5.63	-6.07	-0.39
100	6.7	-6.99	6.7	6.7	-7.96	-7.48	7.86	-5.87	6.7	6.99
75	-2.43	0.49	6.6	1.89	3.01	-3.2	-0.68	-3.59	-1.55	1.17
100	7.28	7.18	7.77	7.18	7.18	6.31	7.18	7.18	7.77	5.49
46	99	4.42	99	99	3.16	99	2.82	2.62	99	4.51
100	0.83	-4.32	4.37	-3.54	-4.27	4.42	-4.95	-1.36	-3.45	-3.64
57	99	3.01	99	99	-4.22	3.3	-5	3.01	99	-3.54
78	1.99	-9.9	1.94	1.5	-1.75	-3.3	-1.75	-0.78	1.84	1.84
100	6.55	-9.71	-9.61	-9.17	8.64	7.77	-1.94	7.77	-5.05	7.57
71	2.04	2.14	2.67	4.95	-4.37	6.31	6.12	1.46	-6.8	3.74
51	99	1.5	99	99	-1.31	99	6.02	-5.19	99	99
55	2.82	99	99	99	2.86	-1.46	3.25	-3.64	99	-4.85
43	99	99	99	99	-7.33	99	-9.27	-6.99	99	99
38	99	99	99	99	-3.59	99	-4.51	0.68	99	99
57	99	99	99	99	4.51	1.84	-4.17	-7.62	99	99
73	9.03	2.43	3.98	-5.05	-3.4	1.12	2.52	-5.73	-3.35	0
45	1.7	-3.35	99	99	0.24	99	2.38	-0.44	99	99
72	7.82	2.86	8.16	-2.67	1.41	-1.99	2.43	5.29	6.12	3.16
100	-6.99	-1.89	-8.06	-9.42	-4.17	-8.93	7.18	-0.92	-7.96	4.66
100	-9.03	7.48	5.78	-3.59	-0.58	6.36	-2.43	-6.75	-4.37	5.29
73	1.99	7.86	2.86	4.76	4.27	6.41	-2.91	-2.77	-1.99	3.4
71	-0.58	5.49	5.73	-8.2	-5.44	-5.34	-0.92	-2.18	5.87	7.77
50	99	99	99	99	2.23	5.53	-8.16	-9.66	99	99
71	6.41	-9.66	4.27	-3.54	2.57	4.51	-9.61	-8.06	2.18	3.3
53	99	99	99	99	3.3	6.75	4.08	5.44	99	99
36	99	99	99	99	4.08	99	-8.93	-5.58	99	99
97	6.89	5.63	-4.22	0.15	2.14	-5.53	1.07	-1.02	-7.09	5.39
75	-1.65	5.73	-1.41	0.63	-7.09	1.21	2.57	2.91	1.17	5.39
44	7.57	3.45	99	99	-0.44	99	-0.63	-3.59	99	6.5
100	-3.25	-4.32	-8.88	-9.95	-4.22	2.43	-7.91	1.26	-9.9	-7.62
44	99	99	99	99	2.62	99	6.26	-1.6	99	9.27
38	99	99	99	99	-0.24	99	1.21	6.02	99	99
57	99	99	99	99	2.04	2.82	8.93	3.2	99	-7.72
66	-0.05	-9.76	7.14	99	-3.35	-2.62	-5.97	1.12	99	0.05
71	0.15	-0.63	-0.58	1.99	-3.11	9.27	7.09	7.09	2.04	7.33
63	-0.34	3.4	-3.01	99	-0.1	99	-2.43	0.63	99	0.44
100	-8.93	-2.67	5.15	-4.61	-1.41	1.07	-4.76	2.14	-8.06	2.72
100	6.7	9.03	-4.27	8.3	-9.81	8.59	-8.83	-9.56	-2.96	2.67
100	-4.51	5.29	-3.83	-4.37	-3.11	-0.49	2.52	-0.39	-3.64	1.02
45	99	-2.18	99	99	6.55	99	6.94	7.82	2.23	8.64
37	99	99	99	99	3.2	99	6.94	-7.96	99	99
100	0.53	9.03	-5.97	2.09	0.05	4.85	4.03	3.69	-5.92	8.11
67	99	99	99	3.74	8.06	-2.14	-6.55	-1.65	-8.69	-1.75
36	99	99	99	99	-0.49	99	5	-3.2	99	99
73	-2.43	-1.36	-3.25	0.68	-1.7	1.41	-4.37	-2.14	-1.65	-5.53
100	1.41	0.39	1.75	-6.55	-6.55	-2.77	4.22	8.25	5.19	5.78
40	99	99	99	99	-1.31	99	-0.68	-4.61	99	99
100	-3.98	-0.34	4.61	4.03	6.02	-1.5	4.56	0.34	-5.44	9.13
100	-2.67	-2.43	-3.45	-0.58	-2.23	-0.83	1.65	-6.8	-1.6	-2.14
46	4.47	3.83	99	99	2.67	99	5.15	2.18	99	0.15
46	99	99	99	99	0.97	99	-9.42	-2.04	99	99
75	-0.97	-0.39	6.17	5.1	8.93	-2.57	2.62	0.68	6.6	3.16
100	-0.24	0.78	-7.14	-0.24	-0.58	-0.97	-7.04	-8.4	-7.04	-7.18
100	1.99	6.94	4.71	4.27	1.17	4.71	-5.05	-5.78	4.27	3.64
100	2.96	1.55	-8.54	-9.76	5.73	4.32	-8.3	-3.74	-4.56	2.38
71	0.29	1.55	0.97	1.41	1.89	6.31	1.65	-0.78	2.67	2.23
90	-8.45	8.3	-7.62	-8.06	-9.66	0.68	8.11	8.83	8.06	9.03
78	5.49	2.62	0.68	-1.99	-2.72	1.5	1.31	1.8	-0.1	-2.14
72	-7.57	-7.96	7.14	-6.5	7.48	6.12	-6.02	0	-6.5	1.75
66	99	99	99	-4.9	9.08	3.79	7.52	3.3	99	9.03
70	-6.94	5.53	-3.93	99	0.83	-1.89	7.09	7.62	-3.93	0.49
40	4.27	4.61	99	99	1.41	99	-6.55	1.46	99	99
47	99	-1.02	99	99	1.36	99	2.28	-0.34	99	-1.36
61	1.07	6.41	-0.05	99	1.55	2.62	1.07	1.46	99	3.06
100	-4.51	-7.33	2.82	-6.84	-7.38	-6.89	-8.01	-6.8	-2.43	-7.62
72	6.12	6.89	7.04	6.36	-4.17	7.14	-8.11	3.79	-6.99	6.75
70	0.97	-1.07	0.05	-4.76	-0.73	0.19	2.14	-4.76	-3.35	-6.21
100	3.79	8.35	6.75	7.82	-3.83	7.82	-4.56	-2.62	7.82	3.79
53	99	99	99	99	0.83	-5.87	2.43	2.91	99	-3.88
100	0.63	4.17	4.81	-3.11	1.89	7.43	6.5	0.44	-4.42	3.3
45	99	99	99	99	2.23	99	1.41	-0.1	99	5.92
100	4.08	4.37	-0.29	-3.16	2.52	3.69	-2.04	8.64	4.85	1.75
100	1.26	4.81	-3.01	2.48	3.5	5.1	-9.08	-7.62	-4.27	5.1
39	99	99	99	99	7.77	99	8.54	8.93	99	99
100	0.44	-0.63	0.83	-0.15	-1.5	0.97	1.41	3.2	-0.78	-0.68
100	-1.99	-0.15	1.21	-1.89	0.97	3.06	3.5	3.88	-7.82	-1.55
41	6.89	2.43	99	99	7.67	99	-7.33	6.5	99	-3.79
100	-6.7	-6.5	-8.5	-0.97	6.8	5.83	-6.84	-4.56	-1.17	6.31
72	-9.47	1.7	-0.39	5	4.03	8.88	-2.52	-1.8	2.82	-9.17
38	99	99	99	99	3.2	99	-0.24	2.67	99	99
58	99	99	99	99	-0.58	-6.94	5.97	-6.7	99	7.77
36	99	99	99	99	9.37	0.34	9.37	9.08	99	99
100	-3.69	0.1	-4.22	-9.51	9.17	4.37	-0.53	9.27	1.46	4.22
100	4.85	4.42	7.86	5.05	8.25	6.89	-0.58	6.02	4.13	3.93
73	8.45	-7.96	-8.35	-7.67	-6.75	-7.62	3.35	-0.34	-8.16	8.74
86	3.3	8.79	8.2	8.88	4.85	-9.27	-0.68	6.17	2.48	9.08
100	9.17	-1.21	2.57	-8.64	-9.76	0.19	-6.8	9.22	7.67	9.13
84	9.13	6.84	5.15	2.48	1.41	5.87	6.55	5.19	5.39	-1.41
100	3.25	3.64	-2.91	-4.13	1.75	9.08	3.54	1.5	-0.87	3.79
100	4.66	4.66	4.08	-2.43	7.67	-7.28	4.61	-0.68	-9.51	5.34
64	-4.08	1.6	-3.5	99	3.06	4.66	7.82	-2.23	-0.39	0.73
71	6.65	8.11	7.62	5.1	9.03	8.16	-4.37	6.7	8.11	9.17
46	99	-2.48	99	99	-4.61	99	-3.06	3.06	99	3.11
100	0.68	3.06	0.97	1.26	1.17	8.88	-0.78	-0.44	5.73	5.49
43	99	99	4.03	99	4.56	99	-2.23	-3.16	99	99
100	4.47	3.93	-2.33	4.66	-7.67	0.05	-7.67	-0.58	7.38	-6.12
100	7.82	5.1	8.06	5.44	2.91	3.98	-9.51	-3.5	5.92	4.03
100	5.68	-1.5	-5.05	-5.39	-2.77	-5.73	6.46	0.63	-1.94	-5.63
72	2.48	0.83	2.62	2.82	5.92	2.62	4.9	4.22	2.62	-2.96
100	-8.16	-7.57	-8.64	7.57	-6.55	-0.83	-1.75	-8.4	-0.97	6.89
73	-2.04	3.11	5.63	6.02	-6.7	7.62	6.46	6.07	7.77	8.11
